Sigla	Codigo	Município	2010	2012	2014	2016	2018
SE	2802205	Feira Nova	3933	4477	4319	4997	4608
SE	2802304	Frei Paulo	8913	10077	9531	10662	9897
SE	2802403	Gararu	6990	7518	7005	7739	7097
SE	2802502	General Maynard	1707	2098	1958	2326	2215
SE	2802601	Gracho Cardoso	4147	4823	4491	5068	4641
SE	2802700	Ilha das Flores	5227	5906	5431	6238	5281
SE	2802809	Indiaroba	8447	9648	8675	9995	9317
SE	2802908	Itabaiana	51692	54519	52825	57836	55848
SE	2803005	Itabaianinha	21716	23189	22181	24353	23501
SE	2803104	Itabi	3481	3752	3522	3960	3581
SE	2803203	'Itaporanga d''Ajuda'	18975	20386	19647	21842	21058
SE	2803302	Japaratuba	10452	11045	10797	12103	11050
SE	2803401	Japoatã	8258	8926	8385	9224	8412
SE	2803500	Lagarto	53547	59212	56909	61318	59353
SE	2803609	Laranjeiras	16500	17709	16867	18552	17780
SE	2803708	Macambira	4628	5078	4797	5519	4862
SE	2803807	Malhada dos Bois	2657	3174	2897	3400	3090
SE	2803906	Malhador	7523	8235	7736	8229	7890
SE	2804003	Maruim	9790	10267	9802	10560	10126
SE	2804102	Moita Bonita	7161	7678	7255	8052	7254
SE	2804201	Monte Alegre de Sergipe	7629	8456	8062	9690	8787
SE	2804300	Muribeca	5120	5703	5262	6020	5532
SE	2804409	Neópolis	11455	11750	11114	11895	10831
SE	2804458	Nossa Senhora Aparecida	5425	5987	5691	6111	5712
SE	2804508	Nossa Senhora da Glória	18636	20623	20376	22320	21723
SE	2804607	Nossa Senhora das Dores	15181	16464	15663	17019	16440
SE	2804706	Nossa Senhora de Lourdes	4349	4651	4509	5078	4611
SE	2804805	Nossa Senhora do Socorro	71294	84633	81988	88234	86375
SE	2804904	Pacatuba	8039	8970	8304	9589	8410
SE	2805000	Pedra Mole	2202	2678	2495	2832	2485
SE	2805109	Pedrinhas	5255	5850	5295	6272	5410
SE	2805208	Pinhão	4238	4700	4161	4693	4093
SE	2805307	Pirambu	5620	5951	5653	6662	6195
SE	2805406	Poço Redondo	13430	15012	14632	16750	15681
SE	2805505	Poço Verde	13180	14436	13774	15362	14375
SE	2805604	Porto da Folha	16044	17672	16936	18727	17851
SE	2805703	Propriá	16782	16961	16208	16768	15714
SE	2805802	Riachão do Dantas	12283	13582	12955	14204	13404
SE	2805901	Riachuelo	5916	6515	5933	6820	6267
SE	2806008	Ribeirópolis	10969	11942	11201	11935	11076
SE	2806107	Rosário do Catete	5883	6992	6550	7296	6665
SE	2806206	Salgado	11881	12513	12113	13366	12656
SE	2806305	Santa Luzia do Itanhy	7442	8614	7860	9045	8141
SE	2806404	Santana do São Francisco	4190	4600	4232	4863	4419
SE	2806503	Santa Rosa de Lima	2772	3286	3024	3462	3163
SE	2806602	Santo Amaro das Brotas	6434	6792	6239	7226	6822
SE	2806701	São Cristóvão	41985	45552	43670	46469	45535
SE	2806800	São Domingos	5739	6630	6049	6824	5923
SE	2806909	São Francisco	2333	3068	2759	3315	2835
SE	2807006	São Miguel do Aleixo	2519	2993	2752	3397	3058
SE	2807105	Simão Dias	25010	27523	26918	28887	28056
SE	2807204	Siriri	4956	5301	5036	5772	5312
SE	2807303	Telha	2253	2750	2522	2988	2656
SE	2807402	Tobias Barreto	29203	30074	29721	31869	31557
SE	2807501	Tomar do Geru	7457	8046	7289	8060	7232
SE	2807600	Umbaúba	12432	14045	13116	14940	13978
SP	3500105	Adamantina	21336	21667	21163	20953	20591
SP	3500204	Adolfo	2598	3152	2820	3691	3039
SP	3500303	Aguaí	18581	19539	18638	19264	17690
SP	3500402	Águas da Prata	4884	5204	5005	4996	4800
SP	3500501	Águas de Lindóia	10354	11261	10817	11408	11088
SP	3500550	Águas de Santa Bárbara	3496	4136	3627	4097	3746
SP	3500600	Águas de São Pedro	2605	3502	2525	3113	2896
SP	3500709	Agudos	22676	23245	22941	24052	23055
SP	3500758	Alambari	2921	3684	3292	4000	3574
SP	3500808	Alfredo Marcondes	2818	3217	3015	3391	3011
SP	3500907	Altair	2381	2784	2333	2797	2389
SP	3501004	Altinópolis	10418	10703	10040	10426	9396
SP	3501103	Alto Alegre	3061	3412	2968	3128	2779
SP	3501152	Alumínio	11517	12484	11704	12384	11121
SP	3501202	Álvares Florence	2697	3539	3033	3836	2970
SP	3501301	Álvares Machado	13454	14408	14063	14302	13717
SP	3501400	Álvaro de Carvalho	2418	2716	2355	2808	2292
SP	3501509	Alvinlândia	1984	2460	2118	2504	2064
SP	3501608	Americana	140187	141571	142152	139014	141007
SP	3501707	Américo Brasiliense	20774	22267	21469	21902	21187
SP	3501806	Américo de Campos	3851	4317	3988	4326	3925
SP	3501905	Amparo	42048	42063	42333	41477	41300
SP	3502002	Analândia	3460	4646	2971	3862	3013
SP	3502101	Andradina	34069	34683	34017	34450	32914
SP	3502200	Angatuba	13598	14339	13761	14514	13688
SP	3502309	Anhembi	3695	4814	4002	4906	3877
SP	3502408	Anhumas	2567	2944	2708	3047	2639
SP	3502507	Aparecida	23839	24532	23363	23858	23088
SP	3502606	'Aparecida d''Oeste'	3115	3471	3080	3425	2957
SP	3502705	Apiaí	14704	15603	14870	15674	14637
SP	3502754	Araçariguama	9719	12123	11009	12756	11772
SP	3502804	Araçatuba	109815	112111	112697	110454	110814
SP	3502903	Araçoiaba da Serra	15823	17212	17417	19146	19646
SP	3503000	Aramina	3498	4034	3531	4129	3411
SP	3503109	Arandu	4235	4633	4395	4962	4538
SP	3503158	Arapeí	1802	2089	1847	2163	1891
SP	3503208	Araraquara	125605	127537	128190	124828	127091
SP	3503307	Araras	74819	76262	78152	77902	77401
SP	3503356	Arco-Íris	1576	1861	1631	2037	1601
SP	3503406	Arealva	4762	5408	4946	5504	4875
SP	3503505	Areias	2581	2929	2525	2979	2489
SP	3503604	Areiópolis	6698	7323	6889	7326	6610
SP	3503703	Ariranha	5869	6401	5811	6461	5572
SP	3503802	Artur Nogueira	23754	25187	26232	29109	28371
SP	3503901	Arujá	47940	50204	51307	52811	53156
SP	3503950	Aspásia	1450	1668	1481	1723	1412
SP	3504008	Assis	53885	53907	53302	52891	53470
SP	3504107	Atibaia	76723	78701	80868	80646	82503
SP	3504206	Auriflama	8997	9785	8953	9394	8644
SP	3504305	Avaí	3140	3725	3271	3798	3107
SP	3504404	Avanhandava	5993	6476	6069	6518	5966
SP	3504503	Avaré	48197	49600	49460	49379	48972
SP	3504602	Bady Bassitt	8993	9826	9427	9892	9742
SP	3504701	Balbinos	1082	1389	1113	1316	1100
SP	3504800	Bálsamo	5536	5996	5800	6415	5750
SP	3504909	Bananal	6526	6959	6498	7194	6547
SP	3505005	Barão de Antonina	1866	2198	1988	2269	2001
SP	3505104	Barbosa	3853	4804	4274	4579	3876
SP	3505203	Bariri	18486	18959	18303	18647	18602
SP	3505302	Barra Bonita	24389	24854	24003	24354	23475
SP	3505351	Barra do Chapéu	3235	3900	3494	4037	3527
SP	3505401	Barra do Turvo	4431	5635	4566	5590	4202
SP	3505500	Barretos	67084	67303	65556	64555	62024
SP	3505609	Barrinha	16283	18471	17179	19304	17725
SP	3505708	Barueri	170166	182661	195600	200800	201659
SP	3505807	Bastos	13531	14068	13425	13887	13275
SP	3505906	Batatais	34304	34875	34206	33478	32955
SP	3506003	Bauru	202499	203976	207821	204156	210454
SP	3506102	Bebedouro	45033	45588	44936	44102	42844
SP	3506201	Bento de Abreu	1693	2011	1716	1963	1592
SP	3506300	Bernardino de Campos	6700	6931	6611	6890	6359
SP	3506359	Bertioga	27099	30407	29157	32225	31112
SP	3506409	Bilac	4615	5141	4750	5230	5040
SP	3506508	Birigui	64186	66247	66307	65937	67975
SP	3506607	Biritiba-Mirim	17019	18548	18049	19627	18039
SP	3506706	Boa Esperança do Sul	8114	8635	8077	8459	7703
SP	3506805	Bocaina	6631	7440	6963	7171	6993
SP	3506904	Bofete	5316	6370	5674	6701	5674
SP	3507001	Boituva	27570	29753	30070	31493	32283
SP	3507100	Bom Jesus dos Perdões	11392	12222	12061	12916	13020
SP	3507159	Bom Sucesso de Itararé	2241	2717	2388	2880	2401
SP	3507209	Borá	817	994	839	1064	839
SP	3507308	Boracéia	2823	3133	2970	3207	2908
SP	3507407	Borborema	8823	9597	8706	9102	8237
SP	3507456	Borebi	1494	1831	1646	1985	1764
SP	3507506	Botucatu	72959	74299	75857	76690	82632
SP	3507605	Bragança Paulista	91046	93931	95525	97104	97479
SP	3507704	Braúna	3192	3739	3398	3721	3367
SP	3507753	Brejo Alegre	1737	2205	1932	2296	2042
SP	3507803	Brodowski	12227	13167	12356	13247	12760
SP	3507902	Brotas	12935	13918	13474	13998	13282
SP	3508009	Buri	11067	12114	11435	12283	11685
SP	3508108	Buritama	9382	10261	9388	10635	9665
SP	3508207	Buritizal	2526	3083	2775	3320	2921
SP	3508306	Cabrália Paulista	2807	3386	2975	3538	2679
SP	3508405	Cabreúva	24076	26502	26489	27105	26350
SP	3508504	Caçapava	54234	54544	54984	54835	55891
SP	3508603	Cachoeira Paulista	19187	19824	19217	19808	19220
SP	3508702	Caconde	10663	11573	10868	11515	10462
SP	3508801	Cafelândia	10242	10695	10141	10467	9633
SP	3508900	Caiabu	2923	3285	2963	3222	2740
SP	3509007	Caieiras	50480	52446	52926	53492	53988
SP	3509106	Caiuá	3015	3561	3037	3415	2822
SP	3509205	Cajamar	41813	45702	45077	48863	49099
SP	3509254	Cajati	16603	17884	16782	17540	16936
SP	3509304	Cajobi	6296	7079	6275	7043	6012
SP	3509403	Cajuru	14200	15006	14297	15052	13632
SP	3509452	Campina do Monte Alegre	3524	3906	3669	4055	3692
SP	3509502	Campinas	635585	631996	538914	636057	661337
SP	3509601	Campo Limpo Paulista	47289	49271	48493	48673	47155
SP	3509700	Campos do Jordão	28836	30426	28902	29486	27909
SP	3509809	Campos Novos Paulista	2800	3372	2885	3525	2792
SP	3509908	Cananéia	6953	7824	7137	7868	6941
SP	3509957	Canas	2742	3227	3019	3359	3064
SP	3510005	Cândido Mota	19369	19886	19033	19433	18740
SP	3510104	Cândido Rodrigues	2005	2404	2027	2327	1901
SP	3510153	Canitar	2803	3185	2922	3341	2808
SP	3510203	Capão Bonito	27551	28283	27832	28615	27325
SP	3510302	Capela do Alto	9820	10794	10363	11149	10909
SP	3510401	Capivari	27666	28902	28642	29367	29551
SP	3510500	Caraguatatuba	54110	58720	59794	66353	69308
SP	3510609	Carapicuíba	224334	227042	226694	227232	229718
SP	3510708	Cardoso	7571	8425	7395	8167	7124
SP	3510807	Casa Branca	15838	16137	15589	15580	14930
SP	3510906	Cássia dos Coqueiros	1962	2472	2027	2588	1993
SP	3511003	Castilho	10469	12175	11115	12242	11019
SP	3511102	Catanduva	67337	68329	68485	68203	71565
SP	3511201	Catiguá	4761	5308	4899	5200	4730
SP	3511300	Cedral	5083	5745	5532	5889	5546
SP	3511409	Cerqueira César	10335	10925	10678	11235	11084
SP	3511508	Cerquilho	24255	25081	25061	25665	27397
SP	3511607	Cesário Lange	8974	9627	9238	9699	9934
SP	3511706	Charqueada	9963	10484	10140	10671	10098
SP	3511904	Clementina	4004	4543	4157	4760	4274
SP	3512001	Colina	10992	11724	11111	11810	10492
SP	3512100	Colômbia	3957	4892	4277	5132	4210
SP	3512209	Conchal	15309	17156	16433	17053	16406
SP	3512308	Conchas	10064	10737	9963	10683	9745
SP	3512407	Cordeirópolis	13450	14620	14071	14816	14769
SP	3512506	Coroados	3207	3615	3340	3608	3242
SP	3512605	Coronel Macedo	3481	4022	3453	3852	3153
SP	3512704	Corumbataí	2559	2901	2474	2743	2525
SP	3512803	Cosmópolis	34003	35625	34925	35572	34593
SP	3512902	Cosmorama	4766	5430	4954	5371	4996
SP	3513009	Cotia	112796	120813	123151	132355	135190
SP	3513108	Cravinhos	19364	20541	19436	20592	19604
SP	3513207	Cristais Paulista	4986	5915	5476	6091	5590
SP	3513306	Cruzália	1824	2064	1808	2010	1702
SP	3513405	Cruzeiro	47970	47920	47058	46745	46248
SP	3513504	Cubatão	77843	79694	76565	78627	73452
SP	3513603	Cunha	14168	16377	14201	15693	13299
SP	3513702	Descalvado	20134	20692	19933	19761	19555
SP	3513801	Diadema	267787	268843	268474	264818	265555
SP	3513850	Dirce Reis	1260	1526	1305	1575	1233
SP	3513900	Divinolândia	7875	8437	8019	8480	7796
SP	3514007	Dobrada	4410	4814	4539	5015	4831
SP	3514106	Dois Córregos	14516	15052	14541	14780	14210
SP	3514205	Dolcinópolis	1773	2116	1811	2178	1694
SP	3514304	Dourado	5798	6164	5788	6120	5496
SP	3514403	Dracena	26502	27307	27143	26579	26526
SP	3514502	Duartina	8004	8456	8056	8304	7762
SP	3514601	Dumont	4985	5524	5270	5795	5418
SP	3514700	Echaporã	3974	4412	4016	4303	3939
SP	3514809	Eldorado	8206	9053	7988	8910	8002
SP	3514908	Elias Fausto	9903	10941	10442	11057	10127
SP	3514924	Elisiário	2121	2425	2238	2510	2322
SP	3514957	Embaúba	1856	2277	1986	2345	1840
SP	3515004	Embu	146793		136811		151315
SP	3515103	Embu-Guaçu	38601	40840	40517	41820	39936
SP	3515129	Emilianópolis	2030	2427	2090	2387	2055
SP	3515152	Engenheiro Coelho	7990	10098	9645	10564	10986
SP	3515186	Espírito Santo do Pinhal	26648	26812	26144	25810	24691
SP	3515194	Espírito Santo do Turvo	2692	3137	2704	2991	2474
SP	3515202	'Estrela d''Oeste'	5624	5942	5539	5994	5378
SP	3515301	Estrela do Norte	1918	2432	2044	2482	1910
SP	3515350	Euclides da Cunha Paulista	5613	6308	5438	6015	5053
SP	3515400	Fartura	9575	10322	9831	10396	9808
SP	3515509	Fernandópolis	39782	40126	39387	39048	38147
SP	3515608	Fernando Prestes	3813	4387	3869	4508	3691
SP	3515657	Fernão	1132	1434	1225	1480	1175
SP	3515707	Ferraz de Vasconcelos	93895	97651	98649	101725	100161
SP	3515806	Flora Rica	1382	1774	1371	1654	1211
SP	3515905	Floreal	2118	2404	2165	2507	2000
SP	3516002	Flórida Paulista	6970	7314	6787	7121	6280
SP	3516101	Florínia	2112	2473	2150	2542	2074
SP	3516200	Franca	186899	186686	94996	184127	189881
SP	3516309	Francisco Morato	83341	88342	90492	94619	95009
SP	3516408	Franco da Rocha	74213	76558	77516	78354	78034
SP	3516507	Gabriel Monteiro	2090	2397	2143	2423	2081
SP	3516606	Gália	4132	4470	4159	4308	4002
SP	3516705	Garça	26512	26707	26337	26569	26273
SP	3516804	Gastão Vidigal	2529	3083	2492	2842	2231
SP	3516853	Gavião Peixoto	2917	3402	3049	3438	3143
SP	3516903	General Salgado	6885	7466	6796	7625	6430
SP	3517000	Getulina	6316	6556	6008	6517	5627
SP	3517109	Glicério	3070	3672	3202	3746	3049
SP	3517208	Guaiçara	6364	6797	6455	6979	6322
SP	3517307	Guaimbê	3437	3985	3567	4034	3452
SP	3517406	Guaíra	22733	23858	21925	22905	20581
SP	3517505	Guapiaçu	11112	12390	11294	11653	11209
SP	3517604	Guapiara	11129	11655	11190	11779	10940
SP	3517703	Guará	11953	12542	11870	12444	10935
SP	3517802	Guaraçaí	5459	5921	5338	5519	5028
SP	3517901	Guaraci	6259	7351	6192	7073	5961
SP	3518008	'Guarani d''Oeste'	1237	1496	1339	1574	1165
SP	3518107	Guarantã	4157	4806	4209	4623	3816
SP	3518206	Guararapes	18736	19880	18911	19737	17754
SP	3518305	Guararema	16964	18865	18588	19766	19155
SP	3518404	Guaratinguetá	71827	71758	71930	71796	72869
SP	3518503	Guareí	7072	7453	7073	7331	6945
SP	3518602	Guariba	22231	23782	22666	22802	21706
SP	3518701	Guarujá	175753	184408	180316	183231	176545
SP	3518800	Guarulhos	684304	706496	725993	746500	715706
SP	3518859	Guatapará	3766	4492	4058	4621	4159
SP	3518909	Guzolândia	2941	3370	3001	3345	2691
SP	3519006	Herculândia	5329	5837	5357	6035	5234
SP	3519055	Holambra	7706	8857	8794	8891	8602
SP	3519071	Hortolândia	105028	112284	113147	117904	119410
SP	3519105	Iacanga	5665	6326	6151	6850	6249
SP	3519204	Iacri	4170	4706	4158	4629	3890
SP	3519253	Iaras	2655	3226	2806	3415	3040
SP	3519303	Ibaté	19125	20163	19529	19775	19206
SP	3519402	Ibirá	6276	7002	6627	7405	6811
SP	3519501	Ibirarema	4050	4258	3899	4142	3945
SP	3519600	Ibitinga	32787	34076	32883	33238	33013
SP	3519709	Ibiúna	42661	46130	44987	46642	44687
SP	3519808	Icém	4957	5930	5046	5528	4631
SP	3519907	Iepê	4723	5032	4803	5165	4952
SP	3520004	Igaraçu do Tietê	15263	15619	14942	15350	14557
SP	3520103	Igarapava	16295	17575	15528	17064	14699
SP	3520202	Igaratá	5756	6711	6294	7047	6355
SP	3520301	Iguape	16456	17106	16117	16767	15580
SP	3520400	Ilhabela	15826	17689	16786	18772	17899
SP	3520426	Ilha Comprida	5271	6395	5935	8792	7607
SP	3520442	Ilha Solteira	15609	16389	15550	15620	14751
SP	3520509	Indaiatuba	113501	118277	123570	125530	130874
SP	3520608	Indiana	3503	3920	3515	3679	3223
SP	3520707	Indiaporã	2526	3153	2625	2938	2326
SP	3520806	Inúbia Paulista	2398	2758	2539	2818	2470
SP	3520905	Ipaussu	8062	8604	8412	8842	8387
SP	3521002	Iperó	13167	14592	14311	15046	15396
SP	3521101	Ipeúna	3654	4531	4104	4435	4094
SP	3521150	Ipiguá	2619	3197	2966	3695	3046
SP	3521200	Iporanga	2448	2936	2421	2866	2337
SP	3521309	Ipuã	8246	9400	8639	9076	8355
SP	3521408	Iracemápolis	12924	13343	13571	14007	14374
SP	3521507	Irapuã	4346	4953	4341	4719	4245
SP	3521606	Irapuru	4283	4685	4203	4441	3923
SP	3521705	Itaberá	11148	11455	11229	11546	11249
SP	3521804	Itaí	12792	13996	13132	13969	12936
SP	3521903	Itajobi	9854	10820	9725	10321	9404
SP	3522000	Itaju	2089	2804	2315	2624	2261
SP	3522109	Itanhaém	46420	52697	51501	53689	51821
SP	3522158	Itaóca	2076	2565	2169	2529	2168
SP	3522208	Itapecerica da Serra	86487	89684	90497	90494	91237
SP	3522307	Itapetininga	81630	83331	83842	83693	84243
SP	3522406	Itapeva	51783	53359	52911	54572	53064
SP	3522505	Itapevi	109138	115585	117094	119815	118548
SP	3522604	Itapira	44292	44856	44648	44466	43627
SP	3522653	Itapirapuã Paulista	2345	2870	2400	2932	2448
SP	3522703	Itápolis	23524	24427	23106	22990	22234
SP	3522802	Itaporanga	8659	9388	8755	9273	8487
SP	3522901	Itapuí	6805	7284	7094	7556	7224
SP	3523008	Itapura	2415	3214	2711	3257	2696
SP	3523107	Itaquaquecetuba	161545	172170	88994	184266	185597
SP	3523206	Itararé	28104	28855	27514	27295	26252
SP	3523305	Itariri	6543	7598	6696	7459	6410
SP	3523404	Itatiba	57076	60131	60774	61986	62911
SP	3523503	Itatinga	10413	11432	10932	11553	10924
SP	3523602	Itirapina	7388	8282	7672	8166	7596
SP	3523701	Itirapuã	3778	4388	3927	4260	3711
SP	3523800	Itobi	4828	5330	4874	5275	4861
SP	3523909	Itu	93790	96595	95108	95195	95204
SP	3524006	Itupeva	22468	28528	29174	31928	32000
SP	3524105	Ituverava	23009	24019	22155	22762	21127
SP	3524204	Jaborandi	4004	4515	4123	4380	3920
SP	3524303	Jaboticabal	41252	41762	40141	39802	38779
SP	3524402	Jacareí	127846	128199	129511	128286	130338
SP	3524501	Jaci	3802	4461	4262	4658	4220
SP	3524600	Jacupiranga	9927	10284	9778	10085	9357
SP	3524709	Jaguariúna	25819	29222	28158	30144	30781
SP	3524808	Jales	29991	29925	29616	28579	28801
SP	3524907	Jambeiro	3383	3876	3559	4101	3877
SP	3525003	Jandira	62946	63406	61667	63098	62581
SP	3525102	Jardinópolis	20223	21545	20661	21265	20517
SP	3525201	Jarinu	13350	15042	14629	16636	17206
SP	3525300	Jaú	78720	79827	78921	78978	79477
SP	3525409	Jeriquara	2416	2839	2381	2976	2310
SP	3525508	Joanópolis	7091	7616	7301	7706	7272
SP	3525607	João Ramalho	2797	3271	2888	3236	2653
SP	3525706	José Bonifácio	19389	21052	20115	21324	19789
SP	3525805	Júlio Mesquita	3008	3359	3031	3432	2966
SP	3525854	Jumirim	1676	1948	1842	2031	1787
SP	3525904	Jundiaí	230948	231720	236816	241046	252217
SP	3526001	Junqueirópolis	10816	11118	10967	11195	11091
SP	3526100	Juquiá	11779	12477	11338	12199	10809
SP	3526209	Juquitiba	16629	18296	17238	18540	17095
SP	3526308	Lagoinha	4052	4535	4094	4712	4122
SP	3526407	Laranjal Paulista	16145	16685	16350	16627	16166
SP	3526506	Lavínia	3280	3635	3313	3666	3070
SP	3526605	Lavrinhas	4656	5027	4759	5218	4906
SP	3526704	Leme	56091	57849	58080	58871	57367
SP	3526803	Lençóis Paulista	37406	37927	38349	38232	39614
SP	3526902	Limeira	164479	165997	168921	168245	172619
SP	3527009	Lindóia	4153	4652	4354	4793	4442
SP	3527108	Lins	42448	42640	42673	42263	42432
SP	3527207	Lorena	50436	51894	50305	49859	49130
SP	3527256	Lourdes	1574	1892	1564	1721	1471
SP	3527306	Louveira	23262	24756	24795	27642	27372
SP	3527405	Lucélia	11444	11761	11013	11196	10167
SP	3527504	Lucianópolis	1561	1750	1532	1779	1600
SP	3527603	Luís Antônio	6491	7535	6687	7816	6966
SP	3527702	Luiziânia	3121	3568	3071	3449	2975
SP	3527801	Lupércio	2879	3230	2834	3032	2631
SP	3527900	Lutécia	1952	2306	1973	2327	1895
SP	3528007	Macatuba	10462	11273	10614	11169	10383
SP	3528106	Macaubal	4987	5290	4946	5218	4649
SP	3528205	Macedônia	2437	2994	2546	2928	2336
SP	3528304	Magda	2304	2702	2281	2738	2170
SP	3528403	Mairinque	28520	29587	28947	29968	29082
SP	3528502	Mairiporã	42928	45430	45552	47858	47621
SP	3528601	Manduri	5770	6000	5626	5927	5711
SP	3528700	Marabá Paulista	2615	3251	2533	2937	2348
SP	3528809	Maracaí	8762	9472	8835	9323	8372
SP	3528858	Marapoama	2002	2386	2087	2488	2081
SP	3528908	Mariápolis	2625	2876	2566	2819	2406
SP	3529005	Marília	128766	131489	131383	129141	131900
SP	3529104	Marinópolis	1634	1756	1539	1678	1436
SP	3529203	Martinópolis	14117	15098	14263	15041	13972
SP	3529302	Matão	50807	51697	51056	50864	49783
SP	3529401	Mauá	245099	250314	248911	248909	245989
SP	3529500	Mendonça	3040	3838	3351	3731	3437
SP	3529609	Meridiano	2688	3347	2874	3462	2647
SP	3529658	Mesópolis	1267	1534	1310	1616	1296
SP	3529708	Miguelópolis	12347	14473	12397	13649	10880
SP	3529807	Mineiros do Tietê	7272	7698	7344	7520	7100
SP	3529906	Miracatu	11717	12569	11380	12288	11144
SP	3530003	Mira Estrela	1951	2377	2054	2264	1944
SP	3530102	Mirandópolis	15642	15980	15404	15414	14183
SP	3530201	Mirante do Paranapanema	10405	11429	10304	11170	9552
SP	3530300	Mirassol	31940	32493	32482	32505	32315
SP	3530409	Mirassolândia	2878	3183	2851	3199	2773
SP	3530508	Mococa	41511	42055	41018	40326	38220
SP	3530607	Moji das Cruzes	228933	234610	161161	240669	246210
SP	3530706	Mogi Guaçu	87883	89197	88959	88939	88960
SP	3530805	Moji-Mirim		53370	53950	52488	52489
SP	3530904	Mombuca	2238	2700	2473	2936	2566
SP	3531001	Monções	1554	1776	1616	2042	1594
SP	3531100	Mongaguá	25913	30721	29014	31563	30292
SP	3531209	Monte Alegre do Sul	4472	4890	4786	5137	4862
SP	3531308	Monte Alto	28889	29803	28490	28907	27510
SP	3531407	Monte Aprazível	12690	13688	13014	13794	12880
SP	3531506	Monte Azul Paulista	12295	12793	11942	12437	11196
SP	3531605	Monte Castelo	2638	2987	2767	2995	2718
SP	3531704	Monteiro Lobato	2751	3140	2836	3122	2859
SP	3531803	Monte Mor	28078	30203	30076	31636	31495
SP	3531902	Morro Agudo	16246	17169	16076	16693	15457
SP	3532009	Morungaba	7755	8418	8236	8494	8337
SP	3532058	Motuca	2755	3188	2779	3033	2734
SP	3532108	Murutinga do Sul	2730	3060	2767	3048	2675
SP	3532157	Nantes	1737	2123	1832	2225	1713
SP	3532207	Narandiba	2850	3582	3240	3843	3245
SP	3532306	Natividade da Serra	4807	5848	4749	5531	4369
SP	3532405	Nazaré Paulista	10033	10991	10319	11007	10522
